ward,ticket_count,ticket_count_rank,current_amount_due,current_amount_due_rank,fine_level1_amount,fine_level1_amount_rank,total_payments,total_payments_rank,avg_per_ticket,avg_per_ticket_rank,paid_pct,paid_pct_rank,police_ticket_count,police_ticket_count_rank,police_ticket_count_pct,police_ticket_count_pct_rank,contested_ticket_count,contested_ticket_count_rank,contested_ticket_count_pct,contested_ticket_count_pct_rank,paid_ticket_count,paid_ticket_count_rank,paid_ticket_count_pct,paid_ticket_count_pct_rank,dismissed_ticket_count,dismissed_ticket_count_rank,dismissed_ticket_count_pct,dismissed_ticket_count_pct_rank,seized_or_suspended_ticket_count,seized_or_suspended_ticket_count_rank,seized_or_suspended_ticket_count_pct,seized_or_suspended_ticket_count_pct_rank,bankruptcy_ticket_count,bankruptcy_ticket_count_rank,bankruptcy_ticket_count_pct,bankruptcy_ticket_count_pct_rank
32,0,0,3.46451997756958e-07,0,0,0,-1.0989606380462646e-06,0,-4.263256414560601e-14,0,-2.4424906541753444e-14,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,2.7755575615628914e-17,0,0,0,0.0,0,0,0,0.0,0
33,0,0,-1.5832483768463135e-07,0,0,0,-9.55536961555481e-07,0,2.842170943040401e-14,0,-8.43769498715119e-15,0,0,0,0.0,0,0,0,0.0,0,0,0,-1.1102230246251565e-16,0,0,0,6.938893903907228e-18,0,0,0,0.0,0,0,0,8.673617379884035e-19,0
34,23,0,1785.3899955116212,0,2375,0,2224.8099992405623,0,-0.00026236219378006354,0,4.0076155734369845e-05,0,22,0,2.9521151907019316e-05,0,1,0,-1.3235580567677596e-05,0,12,0,2.5684826944094574e-05,0,1,0,-9.623747494011403e-06,0,8,0,-2.3347877184776156e-05,0,3,0,1.698527976801839e-05,0
35,0,0,-9.5367431640625e-07,0,0,0,-1.125037670135498e-06,0,1.4210854715202004e-14,0,1.199040866595169e-14,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,-2.220446049250313e-16,0,0,0,-6.938893903907228e-18,0,0,0,0.0,0,0,0,0.0,0
36,0,0,1.3969838619232178e-08,0,0,0,-4.721805453300476e-07,0,4.263256414560601e-14,0,-1.5210055437364645e-14,0,0,0,5.551115123125783e-17,0,0,0,-2.7755575615628914e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,-5.551115123125783e-17,0,0,0,0.0,0
37,0,0,-2.4959444999694824e-07,0,0,0,-1.4919787645339966e-06,0,3.836930773104541e-13,0,-2.758904216193514e-14,0,0,0,-1.1102230246251565e-16,0,0,0,0.0,0,0,0,5.551115123125783e-17,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,6.938893903907228e-18,0
38,0,0,1.73225998878479e-07,0,0,0,-2.60770320892334e-08,0,2.842170943040401e-14,0,-1.63202784619898e-14,0,0,0,-5.551115123125783e-17,0,0,0,-1.3877787807814457e-17,0,0,0,1.1102230246251565e-16,0,0,0,0.0,0,0,0,-2.7755575615628914e-17,0,0,0,0.0,0
39,0,0,2.207234501838684e-07,0,0,0,-2.691522240638733e-07,0,2.842170943040401e-14,0,-2.220446049250313e-14,0,0,0,0.0,0,0,0,1.3877787807814457e-17,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0
40,0,0,6.426125764846802e-08,0,0,0,-1.0319054126739502e-06,0,-4.263256414560601e-14,0,-1.5765166949677223e-14,0,0,0,5.551115123125783e-17,0,0,0,1.3877787807814457e-17,0,0,0,-2.220446049250313e-16,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0
41,0,0,2.7706846594810486e-08,0,0,0,5.029141902923584e-08,0,2.842170943040401e-14,0,-1.3322676295501878e-15,0,0,0,-1.1102230246251565e-16,0,0,0,0.0,0,0,0,0.0,0,0,0,1.3877787807814457e-17,0,0,0,0.0,0,0,0,8.673617379884035e-19,0
42,0,0,-1.3697892427444458e-05,0,0,0,-5.5730342864990234e-06,0,4.263256414560601e-14,0,8.326672684688674e-14,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0
43,0,0,-2.1513551473617554e-07,0,0,0,1.8328428268432617e-06,0,-4.263256414560601e-14,0,1.609823385706477e-14,0,0,0,0.0,0,0,0,0.0,0,0,0,-2.220446049250313e-16,0,0,0,0.0,0,0,0,1.3877787807814457e-17,0,0,0,0.0,0
44,0,0,-1.0961666703224182e-06,0,0,0,3.7103891372680664e-06,0,0.0,0,3.808064974464287e-14,0,0,0,-2.7755575615628914e-17,0,0,0,1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,1.3877787807814457e-17,0,0,0,-4.336808689942018e-19,0
45,0,0,2.1141022443771362e-07,0,0,0,-2.0675361156463623e-07,0,0.0,0,-2.0650148258027912e-14,0,0,0,5.551115123125783e-17,0,0,0,-1.3877787807814457e-17,0,0,0,1.1102230246251565e-16,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
46,0,0,-3.939494490623474e-07,0,0,0,-1.0952353477478027e-06,0,2.842170943040401e-14,0,7.771561172376096e-16,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,-2.7755575615628914e-17,0,0,0,-2.7755575615628914e-17,0,0,0,8.673617379884035e-19,0
47,0,0,3.096647560596466e-07,0,0,0,-5.923211574554443e-07,0,-1.4210854715202004e-14,0,-1.63202784619898e-14,0,0,0,-2.7755575615628914e-17,0,0,0,-1.3877787807814457e-17,0,0,0,1.1102230246251565e-16,0,0,0,-1.3877787807814457e-17,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0
48,0,0,3.427267074584961e-07,0,0,0,-6.128102540969849e-07,0,-1.4210854715202004e-14,0,-2.864375403532904e-14,0,0,0,5.551115123125783e-17,0,0,0,-1.3877787807814457e-17,0,0,0,-1.1102230246251565e-16,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
49,0,0,-1.0738149285316467e-06,0,0,0,-1.3206154108047485e-06,0,4.263256414560601e-14,0,1.3211653993039363e-14,0,0,0,0.0,0,0,0,-1.3877787807814457e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,-2.7755575615628914e-17,0,0,0,0.0,0
50,0,0,-1.4156103134155273e-07,0,0,0,-8.046627044677734e-07,0,1.4210854715202004e-14,0,-8.770761894538737e-15,0,0,0,5.551115123125783e-17,0,0,0,0.0,0,0,0,0.0,0,0,0,-2.7755575615628914e-17,0,0,0,2.7755575615628914e-17,0,0,0,-8.673617379884035e-19,0
